Geneid,comparison,genename,bnum
"AS_IGR:(CDS,b2960,trmI,tRNA_m7G46_methyltransferase%2C_SAM-dependent,cds2914,-,719/CDS,b2961,mutY,adenine_DNA_glycosylase,cds2915,+,1052):+:119:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
AS_CDS:b2961:mutY:adenine_DNA_glycosylase:cds2915:+:1052:NC_000913.3,WT0_WT90.WT90_dRpoS90,mutY,b2961
CDS:-:yghX:-:cds2952:-:416:NC_000913.3,WT0_WT90.WT90_dRpoS90,yghX,NA
gene:b4658:yghX:-:gene3062:-:835:NC_000913.3,WT0_WT90.WT90_dRpoS90,NA,NA
CDS:-:yghX:-:cds2952:-:419:NC_000913.3,WT0_WT90.WT90_dRpoS90,yghX,NA
"AS_IGR:(CDS,-,yghX,-,cds2952,-,419/CDS,b3001,gpr,L-glyceraldehyde_3-phosphate_reductase,cds2953,+,1040):+:164:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b3003:yghA:putative_oxidoreductase:cds2955:+:884:NC_000913.3,WT0_WT90.WT90_dRpoS90,yghA,b3003
"IGR:(CDS,b3003,yghA,putative_oxidoreductase,cds2955,+,884/CDS,b3005,exbD,membrane_spanning_protein_in_TonB-ExbB-ExbD_complex,cds2956,-,425):+:210:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b3012:dkgA:2%2C5-diketo-D-gluconate_reductase_A:cds2962:+:827:NC_000913.3,WT0_WT90.WT90_dRpoS90,dkgA,b3012
"IGR:(CDS,b3012,dkgA,2%2C5-diketo-D-gluconate_reductase_A,cds2962,+,827/CDS,b3013,yqhG,DUF3828_family_putative_periplasmic_protein,cds2963,+,926):+:148:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
"AS_IGR:(CDS,b3022,mqsR,GCU-specific_mRNA_interferase_toxin_of_the_MqsR-MqsA_toxin-antitoxin_system%3B_biofilm/motility_regulator%3B_anti-repressor,cds2971,-,296/CDS,b3023,ygiV,transcriptional_repressor_for_mcbR_biofilm_gene,cds2972,-,482):+:153:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b3023:ygiV:transcriptional_repressor_for_mcbR_biofilm_gene:cds2972:-:482:NC_000913.3,WT0_WT90.WT90_dRpoS90,ygiV,b3023
"AS_IGR:(CDS,b3023,ygiV,transcriptional_repressor_for_mcbR_biofilm_gene,cds2972,-,482/CDS,b3024,ygiW,hydrogen_peroxide_and_cadmium_resistance_periplasmic_protein%3B_stress-induced_OB-fold_protein,cds2973,-,392):+:1:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b3024:ygiW:hydrogen_peroxide_and_cadmium_resistance_periplasmic_protein%3B_stress-induced_OB-fold_protein:cds2973:-:392:NC_000913.3,WT0_WT90.WT90_dRpoS90,ygiW,b3024
AS_CDS:b3024:ygiW:hydrogen_peroxide_and_cadmium_resistance_periplasmic_protein%3B_stress-induced_OB-fold_protein:cds2973:-:392:NC_000913.3,WT0_WT90.WT90_dRpoS90,ygiW,b3024
"AS_IGR:(CDS,b3024,ygiW,hydrogen_peroxide_and_cadmium_resistance_periplasmic_protein%3B_stress-induced_OB-fold_protein,cds2973,-,392/CDS,b3025,qseB,quorum_sensing_DNA-binding_response_regulator_in_two-component_regulatory_system_with_QseC,cds2974,+,659):+:110:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
AS_CDS:b3042:yqiC:BMFP_family_putative_fusogenic_protein:cds2990:+:290:NC_000913.3,WT0_WT90.WT90_dRpoS90,yqiC,b3042
"AS_IGR:(CDS,b3042,yqiC,BMFP_family_putative_fusogenic_protein,cds2990,+,290/CDS,b3043,ygiL,putative_fimbrial-like_adhesin_protein,cds2991,+,551):+:232:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b3073:patA:putrescine:2-oxoglutaric_acid_aminotransferase%2C_PLP-dependent:cds3022:+:1379:NC_000913.3,WT0_WT90.WT90_dRpoS90,patA,b3073
AS_CDS:b3074:ygjH:putative_tRNA_binding_protein%3B_putative_tRNA_corner_chaperone:cds3023:-:332:NC_000913.3,WT0_WT90.WT90_dRpoS90,ygjH,b3074
"IGR:(CDS,b3096,mzrA,modulator_of_EnvZ/OmpR_regulon,cds3045,+,383/CDS,b3097,yqjC,DUF1090_family_putative_periplasmic_protein,cds3046,+,368):+:95:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b3097:yqjC:DUF1090_family_putative_periplasmic_protein:cds3046:+:368:NC_000913.3,WT0_WT90.WT90_dRpoS90,yqjC,b3097
CDS:b3098:yqjD:membrane-anchored_ribosome-binding_protein:cds3047:+:305:NC_000913.3,WT0_WT90.WT90_dRpoS90,yqjD,b3098
CDS:b3099:yqjE:DUF1469_family_inner_membrane_protein:cds3048:+:404:NC_000913.3,WT0_WT90.WT90_dRpoS90,yqjE,b3099
CDS:b3100:yqjK:uncharacterized_protein:cds3049:+:299:NC_000913.3,WT0_WT90.WT90_dRpoS90,yqjK,b3100
"IGR:(CDS,b3100,yqjK,uncharacterized_protein,cds3049,+,299/CDS,b3101,yqjF,putative_quinol_oxidase_subunit,cds3050,+,392):+:134:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b3102:yqjG:putative_S-transferase:cds3051:+:986:NC_000913.3,WT0_WT90.WT90_dRpoS90,yqjG,b3102
"IGR:(CDS,b3102,yqjG,putative_S-transferase,cds3051,+,986/CDS,b3103,yhaH,DUF805_family_inner_membrane_protein,cds3052,+,365):+:242:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
"AS_IGR:(CDS,b3102,yqjG,putative_S-transferase,cds3051,+,986/CDS,b3103,yhaH,DUF805_family_inner_membrane_protein,cds3052,+,365):+:242:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b3103:yhaH:DUF805_family_inner_membrane_protein:cds3052:+:365:NC_000913.3,WT0_WT90.WT90_dRpoS90,yhaH,b3103
"IGR:(CDS,b3103,yhaH,DUF805_family_inner_membrane_protein,cds3052,+,365/CDS,b3104,yhaI,DUF805_family_inner_membrane_protein,cds3053,+,356):+:190:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
AS_CDS:b3144:yraJ:putative_outer_membrane_protein:cds3089:+:2516:NC_000913.3,WT0_WT90.WT90_dRpoS90,yraJ,b3144
CDS:b3152:yraR:putative_nucleoside-diphosphate-sugar_epimerase:cds3097:-:635:NC_000913.3,WT0_WT90.WT90_dRpoS90,yraR,b3152
CDS:b3153:yhbO:stress-resistance_protein:cds3098:+:518:NC_000913.3,WT0_WT90.WT90_dRpoS90,yhbO,b3153
AS_CDS:b3154:yhbP:UPF0306_family_protein:cds3099:-:443:NC_000913.3,WT0_WT90.WT90_dRpoS90,yhbP,b3154
CDS:b3160:yhbW:putative_luciferase-like_monooxygenase:cds3105:+:1007:NC_000913.3,WT0_WT90.WT90_dRpoS90,yhbW,b3160
"IGR:(CDS,b3160,yhbW,putative_luciferase-like_monooxygenase,cds3105,+,1007/CDS,b3161,mtr,tryptophan_transporter_of_high_affinity,cds3106,-,1244):+:56:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b3161:mtr:tryptophan_transporter_of_high_affinity:cds3106:-:1244:NC_000913.3,WT0_WT90.WT90_dRpoS90,mtr,b3161
AS_CDS:b3161:mtr:tryptophan_transporter_of_high_affinity:cds3106:-:1244:NC_000913.3,WT0_WT90.WT90_dRpoS90,mtr,b3161
CDS:b3172:argG:argininosuccinate_synthetase:cds3117:+:1343:NC_000913.3,WT0_WT90.WT90_dRpoS90,argG,b3172
AS_CDS:b3173:yhbX:putative_EptAB_family_phosphoethanolamine_transferase%2C_inner_membrane_protein:cds3118:-:1625:NC_000913.3,WT0_WT90.WT90_dRpoS90,yhbX,b3173
AS_CDS:b3202:rpoN:RNA_polymerase%2C_sigma_54_sigma_N_factor:cds3146:+:1433:NC_000913.3,WT0_WT90.WT90_dRpoS90,rpoN,b3202
"AS_IGR:(CDS,b3219,yhcF,putative_transcriptional_regulator,cds3163,+,716/CDS,b3220,yhcG,DUF1016_family_protein_in_the_PD-D/EXK_nuclease_superfamily,cds3164,+,1127):+:133:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
AS_CDS:b3238:yhcN:cadmium_and_peroxide_resistance_protein%2C_stress-induced:cds3182:+:263:NC_000913.3,WT0_WT90.WT90_dRpoS90,yhcN,b3238
CDS:b3239:yhcO:putative_barnase_inhibitor:cds3183:-:272:NC_000913.3,WT0_WT90.WT90_dRpoS90,yhcO,b3239
"AS_IGR:(CDS,b3239,yhcO,putative_barnase_inhibitor,cds3183,-,272/CDS,b3240,aaeB,p-hydroxybenzoic_acid_efflux_system_component,cds3184,-,1967):+:40:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
AS_CDS:b3249:mreD:cell_wall_structural_complex_MreBCD_transmembrane_component_MreD:cds3192:-:488:NC_000913.3,WT0_WT90.WT90_dRpoS90,mreD,b3249
"IGR:(CDS,b3252,csrD,targeting_factor_for_csrBC_sRNA_degradation,cds3195,-,1940/CDS,b3253,acuI,putative_acryloyl-CoA_reductase,cds3196,+,974):+:110:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:-:yhdW:-:cds3212:+:65:NC_000913.3,WT0_WT90.WT90_dRpoS90,yhdW,NA
gene:b3268:yhdW:-:gene3330:+:1024:NC_000913.3,WT0_WT90.WT90_dRpoS90,NA,NA
CDS:-:yhdW:-:cds3212:+:959:NC_000913.3,WT0_WT90.WT90_dRpoS90,yhdW,NA
CDS:b3291:mscL:mechanosensitive_channel_protein%2C_high_conductance:cds3227:+:410:NC_000913.3,WT0_WT90.WT90_dRpoS90,mscL,b3291
AS_CDS:b4550:arfA:alternate_ribosome-rescue_factor_A:cds3228:-:218:NC_000913.3,WT0_WT90.WT90_dRpoS90,arfA,b4550
AS_CDS:b3335:gspO:bifunctional_prepilin_leader_peptidase/_methylase:cds3272:+:677:NC_000913.3,WT0_WT90.WT90_dRpoS90,gspO,b3335
CDS:b3336:bfr:bacterioferritin%2C_iron_storage_and_detoxification_protein:cds3273:-:476:NC_000913.3,WT0_WT90.WT90_dRpoS90,bfr,b3336
AS_CDS:b3336:bfr:bacterioferritin%2C_iron_storage_and_detoxification_protein:cds3273:-:476:NC_000913.3,WT0_WT90.WT90_dRpoS90,bfr,b3336
"AS_IGR:(CDS,b3336,bfr,bacterioferritin%2C_iron_storage_and_detoxification_protein,cds3273,-,476/CDS,b3337,bfd,bacterioferritin-associated_ferredoxin,cds3274,-,194):+:20:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b3361:fic:stationary_phase-induced_protein%2C_putative_toxin:cds3299:-:602:NC_000913.3,WT0_WT90.WT90_dRpoS90,fic,b3361
CDS:b3362:yhfG:putative_antitoxin_for_Fic:cds3300:-:167:NC_000913.3,WT0_WT90.WT90_dRpoS90,yhfG,b3362
AS_CDS:b3446:yrhB:stable_heat_shock_chaperone:cds3381:+:284:NC_000913.3,WT0_WT90.WT90_dRpoS90,yrhB,b3446
CDS:b3447:ggt:gamma-glutamyltranspeptidase:cds3382:-:1742:NC_000913.3,WT0_WT90.WT90_dRpoS90,ggt,b3447
"AS_IGR:(CDS,b3447,ggt,gamma-glutamyltranspeptidase,cds3382,-,1742/CDS,b3448,yhhA,DUF2756_family_protein,cds3383,+,440):+:78:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b3448:yhhA:DUF2756_family_protein:cds3383:+:440:NC_000913.3,WT0_WT90.WT90_dRpoS90,yhhA,b3448
AS_CDS:b3448:yhhA:DUF2756_family_protein:cds3383:+:440:NC_000913.3,WT0_WT90.WT90_dRpoS90,yhhA,b3448
CDS:b3449:ugpQ:glycerophosphodiester_phosphodiesterase%2C_cytosolic:cds3384:-:743:NC_000913.3,WT0_WT90.WT90_dRpoS90,ugpQ,b3449
AS_CDS:b3449:ugpQ:glycerophosphodiester_phosphodiesterase%2C_cytosolic:cds3384:-:743:NC_000913.3,WT0_WT90.WT90_dRpoS90,ugpQ,b3449
"AS_IGR:(CDS,b3453,ugpB,sn-glycerol-3-phosphate_ABC_transporter_periplasmic_binding_protein,cds3388,-,1316/CDS,b3454,livF,branched-chain_amino_acid_ABC_transporter_ATPase,cds3389,-,713):+:347:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b3474:yhhT:UPF0118_family_putative_transporter:cds3409:+:1049:NC_000913.3,WT0_WT90.WT90_dRpoS90,yhhT,b3474
"AS_IGR:(CDS,b3481,nikR,transcriptional_repressor%2C_Ni-binding,cds3416,+,401/CDS,b3482,rhsB,Rhs_protein_with_DUF4329_family_putative_toxin_domain%3B_putative_neighboring_cell_growth_inhibitor,cds3417,+,4235):+:151:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
"IGR:(CDS,b3492,yhiN,putative_oxidoreductase,cds3427,-,1202/CDS,b3493,pitA,phosphate_transporter%2C_low-affinity%3B_tellurite_importer,cds3428,+,1499):+:190:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
AS_CDS:b3493:pitA:phosphate_transporter%2C_low-affinity%3B_tellurite_importer:cds3428:+:1499:NC_000913.3,WT0_WT90.WT90_dRpoS90,pitA,b3493
"AS_IGR:(CDS,b3493,pitA,phosphate_transporter%2C_low-affinity%3B_tellurite_importer,cds3428,+,1499/CDS,b3494,uspB,universal_stress_ethanol_tolerance_protein_B,cds3429,-,335):+:182:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b3494:uspB:universal_stress_ethanol_tolerance_protein_B:cds3429:-:335:NC_000913.3,WT0_WT90.WT90_dRpoS90,uspB,b3494
"AS_IGR:(CDS,b3494,uspB,universal_stress_ethanol_tolerance_protein_B,cds3429,-,335/CDS,b3495,uspA,universal_stress_global_response_regulator,cds3430,+,434):+:349:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
"AS_IGR:(CDS,b3498,prlC,oligopeptidase_A,cds3433,-,2042/CDS,b3499,rlmJ,23S_rRNA_m6A2030_methyltransferase%2C_SAM-dependent,cds3434,+,842):+:161:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b3506:slp:outer_membrane_lipoprotein:cds3442:+:566:NC_000913.3,WT0_WT90.WT90_dRpoS90,slp,b3506
"IGR:(CDS,b3506,slp,outer_membrane_lipoprotein,cds3442,+,566/CDS,b3507,dctR,Putative_LuxR_family_repressor_for_dicarboxylate_transport,cds3443,+,530):+:104:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b3507:dctR:Putative_LuxR_family_repressor_for_dicarboxylate_transport:cds3443:+:530:NC_000913.3,WT0_WT90.WT90_dRpoS90,dctR,b3507
CDS:b3508:yhiD:putative_Mg2+_transport_ATPase%2C_inner_membrane_protein:cds3444:-:647:NC_000913.3,WT0_WT90.WT90_dRpoS90,yhiD,b3508
"AS_IGR:(CDS,b3508,yhiD,putative_Mg2+_transport_ATPase%2C_inner_membrane_protein,cds3444,-,647/CDS,b3509,hdeB,acid-resistance_protein,cds3445,-,326):+:12:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b3509:hdeB:acid-resistance_protein:cds3445:-:326:NC_000913.3,WT0_WT90.WT90_dRpoS90,hdeB,b3509
"IGR:(CDS,b3509,hdeB,acid-resistance_protein,cds3445,-,326/CDS,b3510,hdeA,stress_response_protein_acid-resistance_protein,cds3446,-,332):+:64:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
"AS_IGR:(CDS,b3509,hdeB,acid-resistance_protein,cds3445,-,326/CDS,b3510,hdeA,stress_response_protein_acid-resistance_protein,cds3446,-,332):+:64:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b3510:hdeA:stress_response_protein_acid-resistance_protein:cds3446:-:332:NC_000913.3,WT0_WT90.WT90_dRpoS90,hdeA,b3510
AS_CDS:b3510:hdeA:stress_response_protein_acid-resistance_protein:cds3446:-:332:NC_000913.3,WT0_WT90.WT90_dRpoS90,hdeA,b3510
"IGR:(CDS,b3510,hdeA,stress_response_protein_acid-resistance_protein,cds3446,-,332/CDS,b3511,hdeD,acid-resistance_membrane_protein,cds3447,+,572):+:213:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
"AS_IGR:(CDS,b3510,hdeA,stress_response_protein_acid-resistance_protein,cds3446,-,332/CDS,b3511,hdeD,acid-resistance_membrane_protein,cds3447,+,572):+:213:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b3511:hdeD:acid-resistance_membrane_protein:cds3447:+:572:NC_000913.3,WT0_WT90.WT90_dRpoS90,hdeD,b3511
"IGR:(CDS,b3511,hdeD,acid-resistance_membrane_protein,cds3447,+,572/ncRNA,b4704,ID,arrS,antisense_sRNA_ArrS%2C_function_unknown,id442,-,68):+:387:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
"AS_IGR:(CDS,b3511,hdeD,acid-resistance_membrane_protein,cds3447,+,572/ncRNA,b4704,ID,arrS,antisense_sRNA_ArrS%2C_function_unknown,id442,-,68):+:387:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
"AS_ncRNA:b4704,ID:arrS:antisense_sRNA_ArrS%2C_function_unknown:id442:-:68:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
"IGR:(ncRNA,b4704,ID,arrS,antisense_sRNA_ArrS%2C_function_unknown,id442,-,68/CDS,b3512,gadE,gad_regulon_transcriptional_activator,cds3448,+,527):+:290:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b3512:gadE:gad_regulon_transcriptional_activator:cds3448:+:527:NC_000913.3,WT0_WT90.WT90_dRpoS90,gadE,b3512
"IGR:(CDS,b3512,gadE,gad_regulon_transcriptional_activator,cds3448,+,527/CDS,b3513,mdtE,anaerobic_multidrug_efflux_transporter%2C_ArcA-regulated,cds3449,+,1157):+:287:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b3513:mdtE:anaerobic_multidrug_efflux_transporter%2C_ArcA-regulated:cds3449:+:1157:NC_000913.3,WT0_WT90.WT90_dRpoS90,mdtE,b3513
CDS:b3514:mdtF:anaerobic_multidrug_efflux_transporter%2C_ArcA-regulated:cds3450:+:3113:NC_000913.3,WT0_WT90.WT90_dRpoS90,mdtF,b3514
"AS_IGR:(CDS,b3514,mdtF,anaerobic_multidrug_efflux_transporter%2C_ArcA-regulated,cds3450,+,3113/CDS,b3515,gadW,transcriptional_activator_of_gadA_and_gadBC%3B_repressor_of_gadX,cds3451,-,728):+:301:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b3515:gadW:transcriptional_activator_of_gadA_and_gadBC%3B_repressor_of_gadX:cds3451:-:728:NC_000913.3,WT0_WT90.WT90_dRpoS90,gadW,b3515
"AS_IGR:(CDS,b3515,gadW,transcriptional_activator_of_gadA_and_gadBC%3B_repressor_of_gadX,cds3451,-,728/ncRNA,b4452,ID,gadY,sRNA_antisense_regulator_of_gadAB_transcriptional_activator_GadX_mRNA%2C_Hfq-dependent,id443,+,104):+:224:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
"AS_ncRNA:b4452,ID:gadY:sRNA_antisense_regulator_of_gadAB_transcriptional_activator_GadX_mRNA%2C_Hfq-dependent:id443:+:104:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b3516:gadX:acid_resistance_regulon_transcriptional_activator%3B_autoactivator:cds3452:-:824:NC_000913.3,WT0_WT90.WT90_dRpoS90,gadX,b3516
"AS_IGR:(CDS,b3516,gadX,acid_resistance_regulon_transcriptional_activator%3B_autoactivator,cds3452,-,824/CDS,b3517,gadA,glutamate_decarboxylase_A%2C_PLP-dependent,cds3453,-,1400):+:318:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b3517:gadA:glutamate_decarboxylase_A%2C_PLP-dependent:cds3453:-:1400:NC_000913.3,WT0_WT90.WT90_dRpoS90,gadA,b3517
CDS:b3519:treF:cytoplasmic_trehalase:cds3455:+:1649:NC_000913.3,WT0_WT90.WT90_dRpoS90,treF,b3519
CDS:b3522:yhjD:inner_membrane_putative_BrbK_family_alternate_lipid_exporter:cds3458:+:1013:NC_000913.3,WT0_WT90.WT90_dRpoS90,yhjD,b3522
"IGR:(CDS,b3522,yhjD,inner_membrane_putative_BrbK_family_alternate_lipid_exporter,cds3458,+,1013/CDS,b3523,yhjE,putative_MFS_transporter%3B_membrane_protein,cds3459,+,1322):+:359:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
"AS_IGR:(CDS,b3523,yhjE,putative_MFS_transporter%3B_membrane_protein,cds3459,+,1322/CDS,b3524,yhjG,putative_inner_membrane-anchored_periplasmic_AsmA_family_protein,cds3460,-,2060):+:120:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b3524:yhjG:putative_inner_membrane-anchored_periplasmic_AsmA_family_protein:cds3460:-:2060:NC_000913.3,WT0_WT90.WT90_dRpoS90,yhjG,b3524
"AS_IGR:(CDS,b3524,yhjG,putative_inner_membrane-anchored_periplasmic_AsmA_family_protein,cds3460,-,2060/CDS,b3525,yhjH,cyclic-di-GMP_phosphodiesterase%2C_FlhDC-regulated,cds3461,-,767):+:18:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b3530:bcsC:cellulose_synthase_subunit:cds3466:-:3473:NC_000913.3,WT0_WT90.WT90_dRpoS90,bcsC,b3530
CDS:b3535:yhjR:DUF2629_family_protein:cds3471:-:188:NC_000913.3,WT0_WT90.WT90_dRpoS90,yhjR,b3535
CDS:b3536:bcsE:cellulose_production_protein:cds3472:+:1571:NC_000913.3,WT0_WT90.WT90_dRpoS90,bcsE,b3536
CDS:b3537:bcsF:DUF2636_family_cellulose_production_small_membrane_protein:cds3473:+:191:NC_000913.3,WT0_WT90.WT90_dRpoS90,bcsF,b3537
CDS:b3538:bcsG:DUF3260_family_cellulose_production_inner_membrane_protein:cds3474:+:1679:NC_000913.3,WT0_WT90.WT90_dRpoS90,bcsG,b3538
AS_CDS:b3539:yhjV:putative_transporter:cds3476:+:1271:NC_000913.3,WT0_WT90.WT90_dRpoS90,yhjV,b3539
"IGR:(CDS,b3543,dppB,dipeptide/heme_ABC_transporter_permease,cds3480,-,1019/CDS,b3544,dppA,dipeptide/heme_ABC_transporter_periplasmic_binding_protein%3B_dipeptide_chemotaxis_receptor,cds3481,-,1607):+:256:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
AS_CDS:b3544:dppA:dipeptide/heme_ABC_transporter_periplasmic_binding_protein%3B_dipeptide_chemotaxis_receptor:cds3481:-:1607:NC_000913.3,WT0_WT90.WT90_dRpoS90,dppA,b3544
"AS_IGR:(CDS,b3544,dppA,dipeptide/heme_ABC_transporter_periplasmic_binding_protein%3B_dipeptide_chemotaxis_receptor,cds3481,-,1607/tRNA,b3545,ID,proK,tRNA-Pro,id450,-,76):+:889:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b3548:yhjY:autotransporter_beta-domain_protein:cds3484:-:698:NC_000913.3,WT0_WT90.WT90_dRpoS90,yhjY,b3548
"AS_IGR:(CDS,b3548,yhjY,autotransporter_beta-domain_protein,cds3484,-,698/CDS,b3549,tag,3-methyl-adenine_DNA_glycosylase_I%2C_constitutive,cds3485,+,563):+:116:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
"IGR:(CDS,b3554,yiaF,barrier_effect_co-colonization_resistance_factor%3B_DUF3053_family_lipoprotein,cds3490,-,710/CDS,b3555,yiaG,HTH_CROC1_family_putative_transcriptional_regulator,cds3491,+,290):+:392:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b3555:yiaG:HTH_CROC1_family_putative_transcriptional_regulator:cds3491:+:290:NC_000913.3,WT0_WT90.WT90_dRpoS90,yiaG,b3555
CDS:b4553:ysaB:uncharacterized_protein:cds3499:-:299:NC_000913.3,WT0_WT90.WT90_dRpoS90,ysaB,b4553
"AS_IGR:(CDS,b4553,ysaB,uncharacterized_protein,cds3499,-,299/CDS,b3561,wecH,O-acetyltransferase_for_enterobacterial_common_antigen_ECA,cds3500,+,995):+:133:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
"AS_IGR:(CDS,b3587,yiaW,DUF3302_family_inner_membrane_protein,cds3528,-,323/CDS,b3588,aldB,aldehyde_dehydrogenase_B,cds3529,-,1538):+:493:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b3588:aldB:aldehyde_dehydrogenase_B:cds3529:-:1538:NC_000913.3,WT0_WT90.WT90_dRpoS90,aldB,b3588
"AS_IGR:(CDS,b3588,aldB,aldehyde_dehydrogenase_B,cds3529,-,1538/CDS,b3589,yiaY,L-threonine_dehydrogenase,cds3530,-,1151):+:113:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
"AS_IGR:(CDS,b3591,selA,selenocysteine_synthase,cds3532,-,1391/CDS,b3592,yibF,glutathione_S-transferase_homolog,cds3533,-,608):+:46:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b3592:yibF:glutathione_S-transferase_homolog:cds3533:-:608:NC_000913.3,WT0_WT90.WT90_dRpoS90,yibF,b3592
AS_CDS:b3593:rhsA:Rhs_protein_with_putative_toxin_55_domain%3B_putative_polysaccharide_synthesis/export_protein%3B_putative_neighboring_cell_growth_inhibitor:cds3534:+:4133:NC_000913.3,WT0_WT90.WT90_dRpoS90,rhsA,b3593
CDS:b3597:yibH:putative_membrane_fusion_protein_MFP_component_of_efflux_pump:cds3542:-:1136:NC_000913.3,WT0_WT90.WT90_dRpoS90,yibH,b3597
AS_CDS:b3648:gmk:guanylate_kinase:cds3594:+:623:NC_000913.3,WT0_WT90.WT90_dRpoS90,gmk,b3648
AS_CDS:b3649:rpoZ:RNA_polymerase%2C_omega_subunit:cds3595:+:275:NC_000913.3,WT0_WT90.WT90_dRpoS90,rpoZ,b3649
CDS:b4555:yicS:putative_periplasmic_protein:cds3608:+:293:NC_000913.3,WT0_WT90.WT90_dRpoS90,yicS,b4555
"IGR:(CDS,b3746,ravA,hexameric_AAA+_MoxR_family_ATPase%2C_putative_molecular_chaperone,cds3694,-,1496/CDS,b3747,kup,potassium_transporter,cds3695,+,1868):+:181:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
AS_CDS:b3780:rhlB:ATP-dependent_RNA_helicase:cds3720:-:1265:NC_000913.3,WT0_WT90.WT90_dRpoS90,rhlB,b3780
AS_CDS:b3829:metE:5-methyltetrahydropteroyltriglutamate-homocysteine_S-methyltransferase:cds3764:+:2261:NC_000913.3,WT0_WT90.WT90_dRpoS90,metE,b3829
CDS:b3830:ysgA:putative_carboxymethylenebutenolidase:cds3765:-:815:NC_000913.3,WT0_WT90.WT90_dRpoS90,ysgA,b3830
AS_CDS:b3830:ysgA:putative_carboxymethylenebutenolidase:cds3765:-:815:NC_000913.3,WT0_WT90.WT90_dRpoS90,ysgA,b3830
"IGR:(CDS,b3830,ysgA,putative_carboxymethylenebutenolidase,cds3765,-,815/CDS,b3831,udp,uridine_phosphorylase,cds3766,+,761):+:220:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
AS_CDS:b3879:yihR:putative_sulphoquinovose_mutarotase:cds3807:-:926:NC_000913.3,WT0_WT90.WT90_dRpoS90,yihR,b3879
