Geneid,comparison,genename,bnum,group
"AS_IGR:(CDS,b0410,yajD,HNH_nuclease_family_protein,cds402,+,347/CDS,b0411,tsx,nucleoside_channel%2C_receptor_of_phage_T6_and_colicin_K,cds403,-,884):+:115:NC_000913.3",WT0_WT60,NA,NA,NA
CDS:b0411:tsx:nucleoside_channel%2C_receptor_of_phage_T6_and_colicin_K:cds403:-:884:NC_000913.3,WT0_WT60,tsx,b0411,NA
AS_CDS:b0411:tsx:nucleoside_channel%2C_receptor_of_phage_T6_and_colicin_K:cds403:-:884:NC_000913.3,WT0_WT60,tsx,b0411,NA
"AS_IGR:(CDS,b0411,tsx,nucleoside_channel%2C_receptor_of_phage_T6_and_colicin_K,cds403,-,884/CDS,b0412,yajI,putative_lipoprotein,cds404,-,539):+:247:NC_000913.3",WT0_WT60,NA,NA,NA
CDS:b0423:thiI:tRNA_s4U8_sulfurtransferase:cds415:+:1448:NC_000913.3,WT0_WT60,thiI,b0423,NA
AS_CDS:b0424:yajL:oxidative-stress-resistance_chaperone:cds416:-:590:NC_000913.3,WT0_WT60,yajL,b0424,NA
"IGR:(CDS,b0436,tig,peptidyl-prolyl_cis/trans_isomerase_trigger_factor,cds428,+,1298/CDS,b0437,clpP,proteolytic_subunit_of_ClpA-ClpP_and_ClpX-ClpP_ATP-dependent_serine_proteases,cds429,+,623):+:194:NC_000913.3",WT0_WT60,NA,NA,NA
"IGR:(CDS,b0441,ppiD,periplasmic_folding_chaperone%2C_has_an_inactive_PPIase_domain,cds433,+,1871/CDS,b0442,ybaV,putative_competence-suppressing_periplasmic_helix-hairpin-helix_DNA-binding_protein,cds434,+,371):+:99:NC_000913.3",WT0_WT60,NA,NA,NA
"IGR:(CDS,b0452,tesB,acyl-CoA_thioesterase_2,cds444,-,860/CDS,b0453,ybaY,outer_membrane_lipoprotein,cds445,+,572):+:176:NC_000913.3",WT0_WT60,NA,NA,NA
CDS:b0453:ybaY:outer_membrane_lipoprotein:cds445:+:572:NC_000913.3,WT0_WT60,ybaY,b0453,NA
AS_CDS:b0454:ybaZ:excision_repair_protein%2C_alkyltransferase-like_protein_ATL:cds446:-:389:NC_000913.3,WT0_WT60,ybaZ,b0454,NA
CDS:b0456:ybaA:DUF1428_family_protein:cds447:+:353:NC_000913.3,WT0_WT60,ybaA,b0456,NA
CDS:b0460:hha:modulator_of_gene_expression%2C_with_H-NS:cds451:-:218:NC_000913.3,WT0_WT60,hha,b0460,NA
CDS:b0461:tomB:Hha_toxicity_attenuator%3B_conjugation-related_protein:cds452:-:374:NC_000913.3,WT0_WT60,tomB,b0461,NA
"AS_IGR:(CDS,b0461,tomB,Hha_toxicity_attenuator%3B_conjugation-related_protein,cds452,-,374/CDS,b0462,acrB,multidrug_efflux_system_protein,cds453,-,3149):+:494:NC_000913.3",WT0_WT60,NA,NA,NA
CDS:b0462:acrB:multidrug_efflux_system_protein:cds453:-:3149:NC_000913.3,WT0_WT60,acrB,b0462,NA
CDS:b0469:apt:adenine_phosphoribosyltransferase:cds460:+:551:NC_000913.3,WT0_WT60,apt,b0469,NA
"IGR:(CDS,b0469,apt,adenine_phosphoribosyltransferase,cds460,+,551/CDS,b0470,dnaX,DNA_polymerase_III/DNA_elongation_factor_III%2C_tau_and_gamma_subunits,cds461,+,1931):+:77:NC_000913.3",WT0_WT60,NA,NA,NA
CDS:b0470:dnaX:DNA_polymerase_III/DNA_elongation_factor_III%2C_tau_and_gamma_subunits:cds461:+:1931:NC_000913.3,WT0_WT60,dnaX,b0470,NA
AS_CDS:b0478:ybaL:inner_membrane_putative_NADP-binding_transporter:cds469:-:1676:NC_000913.3,WT0_WT60,ybaL,b0478,NA
CDS:b0480:ushA:bifunctional_UDP-sugar_hydrolase/5'-nucleotidase:cds471:+:1652:NC_000913.3,WT0_WT60,NA,NA,NA
CDS:b0483:ybaQ:putative_DNA-binding_transcriptional_regulator:cds474:+:341:NC_000913.3,WT0_WT60,ybaQ,b0483,NA
"IGR:(CDS,b0483,ybaQ,putative_DNA-binding_transcriptional_regulator,cds474,+,341/CDS,b0484,copA,copper_transporter,cds475,-,2504):+:254:NC_000913.3",WT0_WT60,NA,NA,NA
CDS:b0484:copA:copper_transporter:cds475:-:2504:NC_000913.3,WT0_WT60,copA,b0484,NA
AS_CDS:b0484:copA:copper_transporter:cds475:-:2504:NC_000913.3,WT0_WT60,copA,b0484,NA
"AS_IGR:(CDS,b0484,copA,copper_transporter,cds475,-,2504/CDS,b0485,glsA,glutaminase_1,cds476,+,932):+:220:NC_000913.3",WT0_WT60,NA,NA,NA
AS_CDS:b0488:ybbJ:inner_membrane_protein%3B_stimulator_of_the_QmcA_suppressor_of_ftsH-htpX:cds479:-:458:NC_000913.3,WT0_WT60,ybbJ,b0488,NA
AS_CDS:b0499:rhsH:-:cds490:+:707:NC_000913.3,WT0_WT60,rhsH,b0499,NA
CDS:b0506:allR:glyoxylate-inducible_transcriptional_repressor_of_all_and_gcl_operons:cds497:+:815:NC_000913.3,WT0_WT60,allR,b0506,NA
"IGR:(CDS,b0506,allR,glyoxylate-inducible_transcriptional_repressor_of_all_and_gcl_operons,cds497,+,815/CDS,b0507,gcl,glyoxylate_carboligase,cds498,+,1781):+:38:NC_000913.3",WT0_WT60,NA,NA,NA
AS_mobile_genetic_element:-:-:-:id85:+:1257:NC_000913.3,WT0_WT60,NA,NA,NA
AS_CDS:b0541:insF1:IS3_transposase_B:cds532:+:866:NC_000913.3,WT0_WT60,insF1,b0541,NA
CDS:b0554:essD:DLP12_prophage%3B_putative_phage_lysis_protein:cds546:+:215:NC_000913.3,WT0_WT60,essD,b0554,NA
CDS:b4589:ylcI:DUF3950_family_protein%2C_DLP12_prophage:cds553:-:194:NC_000913.3,WT0_WT60,ylcI,b4589,NA
CDS:b0576:pheP:phenylalanine_transporter:cds571:+:1376:NC_000913.3,WT0_WT60,pheP,b0576,NA
"IGR:(CDS,b0576,pheP,phenylalanine_transporter,cds571,+,1376/CDS,b0577,ybdG,mechanosensitive_channel_protein%2C_miniconductance,cds572,-,1247):+:19:NC_000913.3",WT0_WT60,NA,NA,NA
AS_CDS:b0577:ybdG:mechanosensitive_channel_protein%2C_miniconductance:cds572:-:1247:NC_000913.3,WT0_WT60,ybdG,b0577,NA
CDS:b0581:ybdK:weak_gamma-glutamyl:cysteine_ligase:cds576:-:1118:NC_000913.3,WT0_WT60,ybdK,b0581,NA
"AS_IGR:(CDS,b0581,ybdK,weak_gamma-glutamyl,cysteine_ligase,cds576,-,1118/ncRNA,b4700,ID,sokE,sRNA_at_remnant_mokE/hokE_locus,id88,+,58):+:329:NC_000913.3",WT0_WT60,NA,NA,NA
mobile_genetic_element:-:-:-:id89:+:1344:NC_000913.3,WT0_WT60,NA,NA,NA
CDS:b0582:insL1:IS186_transposase:cds578:+:1112:NC_000913.3,WT0_WT60,insL1,b0582,NA
CDS:b0591:entS:enterobactin_exporter%2C_iron-regulated:cds588:+:1250:NC_000913.3,WT0_WT60,entS,b0591,NA
CDS:b0598:cstA:carbon_starvation_protein_involved_in_peptide_utilization%3B_APC_peptide_transporter_family_protein:cds595:+:2105:NC_000913.3,WT0_WT60,cstA,b0598,NA
"IGR:(CDS,b0598,cstA,carbon_starvation_protein_involved_in_peptide_utilization%3B_APC_peptide_transporter_family_protein,cds595,+,2105/CDS,b4512,ybdD,DUF466_family_protein,cds596,+,197):+:131:NC_000913.3",WT0_WT60,NA,NA,NA
CDS:b4512:ybdD:DUF466_family_protein:cds596:+:197:NC_000913.3,WT0_WT60,ybdD,b4512,NA
AS_CDS:b0599:ybdH:putative_oxidoreductase:cds597:-:1088:NC_000913.3,WT0_WT60,ybdH,b0599,NA
CDS:b0637:rsfS:ribosomal_silencing_factor:cds633:-:317:NC_000913.3,WT0_WT60,rsfS,b0637,NA
CDS:b0643:ybeL:DUF1451_family_protein:cds639:+:482:NC_000913.3,WT0_WT60,ybeL,b0643,NA
"IGR:(CDS,b0643,ybeL,DUF1451_family_protein,cds639,+,482/CDS,b0644,ybeQ,Sel1_family_TPR-like_repeat_protein,cds640,-,977):+:8:NC_000913.3",WT0_WT60,NA,NA,NA
AS_CDS:b0644:ybeQ:Sel1_family_TPR-like_repeat_protein:cds640:-:977:NC_000913.3,WT0_WT60,ybeQ,b0644,NA
CDS:b0654:gltJ:glutamate/aspartate_ABC_transporter_permease:cds650:-:740:NC_000913.3,WT0_WT60,gltJ,b0654,NA
CDS:b0655:gltI:glutamate/aspartate_periplasmic_binding_protein:cds651:-:908:NC_000913.3,WT0_WT60,gltI,b0655,NA
"IGR:(CDS,b0662,ubiF,2-octaprenyl-3-methyl-6-methoxy-1%2C4-benzoquinol_oxygenase,cds658,+,1175/tRNA,b0664,ID,glnX,tRNA-Gln,id98,-,74):+:122:NC_000913.3",WT0_WT60,NA,NA,NA
"AS_IGR:(CDS,b0662,ubiF,2-octaprenyl-3-methyl-6-methoxy-1%2C4-benzoquinol_oxygenase,cds658,+,1175/tRNA,b0664,ID,glnX,tRNA-Gln,id98,-,74):+:122:NC_000913.3",WT0_WT60,NA,NA,NA
"tRNA:b0664,ID:glnX:tRNA-Gln:id98:-:74:NC_000913.3",WT0_WT60,NA,NA,NA
"AS_tRNA:b0664,ID:glnX:tRNA-Gln:id98:-:74:NC_000913.3",WT0_WT60,NA,NA,NA
"AS_IGR:(tRNA,b0664,ID,glnX,tRNA-Gln,id98,-,74/tRNA,b0665,ID,glnV,tRNA-Gln,id99,-,74):+:36:NC_000913.3",WT0_WT60,NA,NA,NA
"tRNA:b0665,ID:glnV:tRNA-Gln:id99:-:74:NC_000913.3",WT0_WT60,NA,NA,NA
"AS_IGR:(tRNA,b0665,ID,glnV,tRNA-Gln,id99,-,74/tRNA,b0666,ID,metU,tRNA-Met,id100,-,76):+:46:NC_000913.3",WT0_WT60,NA,NA,NA
"tRNA:b0668,ID:glnW:tRNA-Gln:id101:-:74:NC_000913.3",WT0_WT60,NA,NA,NA
"AS_tRNA:b0668,ID:glnW:tRNA-Gln:id101:-:74:NC_000913.3",WT0_WT60,NA,NA,NA
"AS_IGR:(tRNA,b0668,ID,glnW,tRNA-Gln,id101,-,74/tRNA,b0670,ID,glnU,tRNA-Gln,id102,-,74):+:33:NC_000913.3",WT0_WT60,NA,NA,NA
"tRNA:b0670,ID:glnU:tRNA-Gln:id102:-:74:NC_000913.3",WT0_WT60,NA,NA,NA
"AS_tRNA:b0670,ID:glnU:tRNA-Gln:id102:-:74:NC_000913.3",WT0_WT60,NA,NA,NA
"AS_IGR:(tRNA,b0670,ID,glnU,tRNA-Gln,id102,-,74/tRNA,b0672,ID,leuW,tRNA-Leu,id103,-,84):+:22:NC_000913.3",WT0_WT60,NA,NA,NA
"tRNA:b0672,ID:leuW:tRNA-Leu:id103:-:84:NC_000913.3",WT0_WT60,NA,NA,NA
"AS_IGR:(tRNA,b0672,ID,leuW,tRNA-Leu,id103,-,84/tRNA,b0673,ID,metT,tRNA-Met,id104,-,76):+:8:NC_000913.3",WT0_WT60,NA,NA,NA
"tRNA:b0673,ID:metT:tRNA-Met:id104:-:76:NC_000913.3",WT0_WT60,NA,NA,NA
"AS_IGR:(tRNA,b0673,ID,metT,tRNA-Met,id104,-,76/CDS,b0674,asnB,asparagine_synthetase_B,cds659,-,1664):+:348:NC_000913.3",WT0_WT60,NA,NA,NA
CDS:b0685:ybfE:LexA-regulated_protein%2C_CopB_family:cds671:-:293:NC_000913.3,WT0_WT60,ybfE,b0685,NA
"AS_IGR:(CDS,b0685,ybfE,LexA-regulated_protein%2C_CopB_family,cds671,-,293/CDS,b0686,ybfF,acyl-CoA_esterase,cds672,-,764):+:88:NC_000913.3",WT0_WT60,NA,NA,NA
CDS:b0697:kdpB:potassium_translocating_ATPase%2C_subunit_B:cds684:-:2048:NC_000913.3,WT0_WT60,kdpB,b0697,NA
CDS:b0698:kdpA:potassium_translocating_ATPase%2C_subunit_A:cds685:-:1673:NC_000913.3,WT0_WT60,kdpA,b0698,NA
CDS:b0707:ybgA:DUF1722_family_protein:cds695:+:509:NC_000913.3,WT0_WT60,ybgA,b0707,NA
CDS:b0712:ybgK:putative_allophanate_hydrolase%2C_subunit_2:cds700:+:932:NC_000913.3,WT0_WT60,ybgK,b0712,NA
"AS_IGR:(CDS,b0719,ybgD,putative_fimbrial-like_adhesin_protein,cds707,-,566/CDS,b0720,gltA,citrate_synthase,cds708,-,1283):+:338:NC_000913.3",WT0_WT60,NA,NA,NA
CDS:b0720:gltA:citrate_synthase:cds708:-:1283:NC_000913.3,WT0_WT60,gltA,b0720,NA
AS_CDS:b0720:gltA:citrate_synthase:cds708:-:1283:NC_000913.3,WT0_WT60,gltA,b0720,NA
CDS:b0723:sdhA:succinate_dehydrogenase%2C_flavoprotein_subunit:cds711:+:1766:NC_000913.3,WT0_WT60,sdhA,b0723,NA
CDS:b0724:sdhB:succinate_dehydrogenase%2C_FeS_subunit:cds712:+:716:NC_000913.3,WT0_WT60,sdhB,b0724,NA
"IGR:(CDS,b0724,sdhB,succinate_dehydrogenase%2C_FeS_subunit,cds712,+,716/CDS,b0726,sucA,2-oxoglutarate_decarboxylase%2C_thiamine_triphosphate-binding,cds713,+,2801):+:249:NC_000913.3",WT0_WT60,NA,NA,NA
CDS:b0726:sucA:2-oxoglutarate_decarboxylase%2C_thiamine_triphosphate-binding:cds713:+:2801:NC_000913.3,WT0_WT60,sucA,b0726,NA
CDS:b0727:sucB:dihydrolipoyltranssuccinase:cds714:+:1217:NC_000913.3,WT0_WT60,sucB,b0727,NA
"IGR:(CDS,b0727,sucB,dihydrolipoyltranssuccinase,cds714,+,1217/CDS,b0728,sucC,succinyl-CoA_synthetase%2C_beta_subunit,cds715,+,1166):+:223:NC_000913.3",WT0_WT60,NA,NA,NA
CDS:b0728:sucC:succinyl-CoA_synthetase%2C_beta_subunit:cds715:+:1166:NC_000913.3,WT0_WT60,sucC,b0728,NA
CDS:b0729:sucD:succinyl-CoA_synthetase%2C_NADP-binding%2C_alpha_subunit:cds716:+:869:NC_000913.3,WT0_WT60,sucD,b0729,NA
AS_CDS:b0729:sucD:succinyl-CoA_synthetase%2C_NADP-binding%2C_alpha_subunit:cds716:+:869:NC_000913.3,WT0_WT60,sucD,b0729,NA
"IGR:(CDS,b0729,sucD,succinyl-CoA_synthetase%2C_NADP-binding%2C_alpha_subunit,cds716,+,869/CDS,b0730,mngR,transcriptional_repressor_for_the_mannosyl-D-glycerate_catabolic_operon,cds717,-,722):+:42:NC_000913.3",WT0_WT60,NA,NA,NA
AS_CDS:b0730:mngR:transcriptional_repressor_for_the_mannosyl-D-glycerate_catabolic_operon:cds717:-:722:NC_000913.3,WT0_WT60,mngR,b0730,NA
"IGR:(tRNA,b0743,ID,lysT,tRNA-Lys,id114,+,75/tRNA,b0744,ID,valT,tRNA-Val,id115,+,75):+:134:NC_000913.3",WT0_WT60,NA,NA,NA
"tRNA:b0744,ID:valT:tRNA-Val:id115:+:75:NC_000913.3",WT0_WT60,NA,NA,NA
"IGR:(tRNA,b0744,ID,valT,tRNA-Val,id115,+,75/tRNA,b0745,ID,lysW,tRNA-Lys,id116,+,75):+:1:NC_000913.3",WT0_WT60,NA,NA,NA
"tRNA:b0745,ID:lysW:tRNA-Lys:id116:+:75:NC_000913.3",WT0_WT60,NA,NA,NA
"IGR:(tRNA,b0745,ID,lysW,tRNA-Lys,id116,+,75/tRNA,b0746,ID,valZ,tRNA-Val,id117,+,75):+:148:NC_000913.3",WT0_WT60,NA,NA,NA
"tRNA:b0747,ID:lysY:tRNA-Lys:id118:+:75:NC_000913.3",WT0_WT60,NA,NA,NA
CDS:b0750:nadA:quinolinate_synthase%2C_subunit_A:cds731:+:1043:NC_000913.3,WT0_WT60,nadA,b0750,NA
CDS:b0751:pnuC:nicotinamide_riboside_transporter:cds732:+:719:NC_000913.3,WT0_WT60,pnuC,b0751,NA
AS_CDS:b0752:zitB:zinc_efflux_system:cds733:-:941:NC_000913.3,WT0_WT60,zitB,b0752,NA
CDS:b0753:ybgS:putative_periplasmic_protein:cds734:-:380:NC_000913.3,WT0_WT60,ybgS,b0753,NA
"AS_IGR:(CDS,b0753,ybgS,putative_periplasmic_protein,cds734,-,380/CDS,b0754,aroG,3-deoxy-D-arabino-heptulosonate-7-phosphate_synthase%2C_phenylalanine_repressible,cds735,+,1052):+:274:NC_000913.3",WT0_WT60,NA,NA,NA
CDS:b0756:galM:aldose_1-epimerase%3B_type-1_mutarotase%3B_galactose_mutarotase:cds737:-:1040:NC_000913.3,WT0_WT60,galM,b0756,NA
CDS:b0757:galK:galactokinase:cds738:-:1148:NC_000913.3,WT0_WT60,galK,b0757,NA
CDS:b0764:modB:molybdate_ABC_transporter_permease%3B_chlorate_resistance_protein:cds745:+:689:NC_000913.3,WT0_WT60,modB,b0764,NA
"IGR:(CDS,b0780,ybhK,putative_CofD_superfamily_transferase,cds761,-,908/CDS,b0781,moaA,molybdopterin_biosynthesis_protein_A,cds762,+,989):+:355:NC_000913.3",WT0_WT60,NA,NA,NA
CDS:b0781:moaA:molybdopterin_biosynthesis_protein_A:cds762:+:989:NC_000913.3,WT0_WT60,moaA,b0781,NA
CDS:b0789:clsB:cardiolipin_synthase_2:cds770:-:1241:NC_000913.3,WT0_WT60,clsB,b0789,NA
CDS:b0790:ybhP:endo/exonuclease/phosphatase_family_protein:cds771:-:761:NC_000913.3,WT0_WT60,ybhP,b0790,NA
CDS:b0792:ybhR:putative_ABC_transporter_permease:cds773:-:1106:NC_000913.3,WT0_WT60,ybhR,b0792,NA
CDS:b0793:ybhS:putative_ABC_transporter_permease:cds774:-:1133:NC_000913.3,WT0_WT60,ybhS,b0793,NA
CDS:b0794:ybhF:putative_ABC_transporter_ATPase:cds775:-:1736:NC_000913.3,WT0_WT60,ybhF,b0794,NA
CDS:b0795:ybhG:putative_membrane_fusion_protein_MFP_component_of_efflux_pump%2C_membrane_anchor:cds776:-:998:NC_000913.3,WT0_WT60,ybhG,b0795,NA
"IGR:(CDS,b0796,ybiH,DUF1956_domain-containing_tetR_family_putative_transcriptional_regulator,cds777,-,671/CDS,b0797,rhlE,ATP-dependent_RNA_helicase,cds778,+,1364):+:187:NC_000913.3",WT0_WT60,NA,NA,NA
CDS:b0797:rhlE:ATP-dependent_RNA_helicase:cds778:+:1364:NC_000913.3,WT0_WT60,rhlE,b0797,NA
"IGR:(CDS,b0797,rhlE,ATP-dependent_RNA_helicase,cds778,+,1364/CDS,b0798,ybiA,DUF1768_family_protein,cds779,-,482):+:170:NC_000913.3",WT0_WT60,NA,NA,NA
AS_CDS:b0798:ybiA:DUF1768_family_protein:cds779:-:482:NC_000913.3,WT0_WT60,ybiA,b0798,NA
CDS:b0801:ybiC:putative_dehydrogenase:cds782:+:1085:NC_000913.3,WT0_WT60,ybiC,b0801,NA
"IGR:(CDS,b0801,ybiC,putative_dehydrogenase,cds782,+,1085/CDS,b0802,ybiJ,DUF1471_family_putative_periplasmic_protein,cds783,-,260):+:167:NC_000913.3",WT0_WT60,NA,NA,NA
"AS_IGR:(CDS,b0805,fiu,catecholate_siderophore_receptor,cds786,-,2282/CDS,b0806,mcbA,colanic_acid_mucoidy_stimulation_protein,cds787,-,260):+:213:NC_000913.3",WT0_WT60,NA,NA,NA
"AS_IGR:(CDS,b0808,ybiO,mechanosensitive_channel_protein%2C_intermediate_conductance,cds789,-,2225/CDS,b0809,glnQ,glutamine_transporter_subunit,cds790,-,722):+:209:NC_000913.3",WT0_WT60,NA,NA,NA
CDS:b0809:glnQ:glutamine_transporter_subunit:cds790:-:722:NC_000913.3,WT0_WT60,glnQ,b0809,NA
CDS:b0810:glnP:glutamine_transporter_subunit:cds791:-:659:NC_000913.3,WT0_WT60,glnP,b0810,NA
"IGR:(CDS,b0810,glnP,glutamine_transporter_subunit,cds791,-,659/CDS,b0811,glnH,glutamine_transporter_subunit,cds792,-,746):+:87:NC_000913.3",WT0_WT60,NA,NA,NA
"AS_IGR:(CDS,b0810,glnP,glutamine_transporter_subunit,cds791,-,659/CDS,b0811,glnH,glutamine_transporter_subunit,cds792,-,746):+:87:NC_000913.3",WT0_WT60,NA,NA,NA
CDS:b0811:glnH:glutamine_transporter_subunit:cds792:-:746:NC_000913.3,WT0_WT60,glnH,b0811,NA
AS_CDS:b0811:glnH:glutamine_transporter_subunit:cds792:-:746:NC_000913.3,WT0_WT60,glnH,b0811,NA
"IGR:(CDS,b0811,glnH,glutamine_transporter_subunit,cds792,-,746/CDS,b0812,dps,Fe-binding_and_storage_protein%3B_stress-inducible_DNA-binding_protein,cds793,-,503):+:352:NC_000913.3",WT0_WT60,NA,NA,NA
"AS_IGR:(CDS,b0811,glnH,glutamine_transporter_subunit,cds792,-,746/CDS,b0812,dps,Fe-binding_and_storage_protein%3B_stress-inducible_DNA-binding_protein,cds793,-,503):+:352:NC_000913.3",WT0_WT60,NA,NA,NA
CDS:b0812:dps:Fe-binding_and_storage_protein%3B_stress-inducible_DNA-binding_protein:cds793:-:503:NC_000913.3,WT0_WT60,dps,b0812,NA
AS_CDS:b0812:dps:Fe-binding_and_storage_protein%3B_stress-inducible_DNA-binding_protein:cds793:-:503:NC_000913.3,WT0_WT60,dps,b0812,NA
"AS_IGR:(CDS,b0812,dps,Fe-binding_and_storage_protein%3B_stress-inducible_DNA-binding_protein,cds793,-,503/CDS,b0813,rhtA,threonine_and_homoserine_efflux_system,cds794,-,887):+:247:NC_000913.3",WT0_WT60,NA,NA,NA
"IGR:(CDS,b0813,rhtA,threonine_and_homoserine_efflux_system,cds794,-,887/CDS,b0814,ompX,outer_membrane_protein_X,cds795,+,515):+:311:NC_000913.3",WT0_WT60,NA,NA,NA
CDS:b0814:ompX:outer_membrane_protein_X:cds795:+:515:NC_000913.3,WT0_WT60,ompX,b0814,NA
AS_CDS:b0815:opgE:OPG_biosynthetic_transmembrane_phosphoethanolamine_transferase:cds796:-:1583:NC_000913.3,WT0_WT60,opgE,b0815,NA
CDS:b0819:ldtB:L%2CD-transpeptidase_linking_Lpp_to_murein:cds800:-:920:NC_000913.3,WT0_WT60,ldtB,b0819,NA
"AS_IGR:(CDS,b0819,ldtB,L%2CD-transpeptidase_linking_Lpp_to_murein,cds800,-,920/CDS,b0820,ybiT,ABC-F_family_putative_regulatory_ATPase,cds801,+,1592):+:177:NC_000913.3",WT0_WT60,NA,NA,NA
CDS:b0820:ybiT:ABC-F_family_putative_regulatory_ATPase:cds801:+:1592:NC_000913.3,WT0_WT60,ybiT,b0820,NA
"IGR:(CDS,b0820,ybiT,ABC-F_family_putative_regulatory_ATPase,cds801,+,1592/CDS,b0821,ybiU,DUF1479_family_protein,cds802,-,1265):+:179:NC_000913.3",WT0_WT60,NA,NA,NA
CDS:b0835:rimO:ribosomal_protein_S12_methylthiotransferase:cds816:-:1325:NC_000913.3,WT0_WT60,rimO,b0835,NA
"IGR:(CDS,b0835,rimO,ribosomal_protein_S12_methylthiotransferase,cds816,-,1325/CDS,b0836,bssR,repressor_of_biofilm_formation_by_indole_transport_regulation,cds817,+,383):+:171:NC_000913.3",WT0_WT60,NA,NA,NA
CDS:b0836:bssR:repressor_of_biofilm_formation_by_indole_transport_regulation:cds817:+:383:NC_000913.3,WT0_WT60,bssR,b0836,NA
"IGR:(CDS,b0836,bssR,repressor_of_biofilm_formation_by_indole_transport_regulation,cds817,+,383/CDS,b0837,yliI,soluble_aldose_sugar_dehydrogenase,cds818,+,1115):+:59:NC_000913.3",WT0_WT60,NA,NA,NA
CDS:b0837:yliI:soluble_aldose_sugar_dehydrogenase:cds818:+:1115:NC_000913.3,WT0_WT60,yliI,b0837,NA
AS_CDS:b0837:yliI:soluble_aldose_sugar_dehydrogenase:cds818:+:1115:NC_000913.3,WT0_WT60,yliI,b0837,NA
CDS:b0838:gstB:glutathione_S-transferase:cds819:-:626:NC_000913.3,WT0_WT60,gstB,b0838,NA
CDS:b0839:dacC:D-alanyl-D-alanine_carboxypeptidase%3B_penicillin-binding_protein_6a:cds820:+:1202:NC_000913.3,WT0_WT60,dacC,b0839,NA
CDS:b0849:grxA:glutaredoxin_1%2C_redox_coenzyme_for_ribonucleotide_reductase_RNR1a:cds830:-:257:NC_000913.3,WT0_WT60,grxA,b0849,NA
CDS:b0859:rlmC:23S_rRNA_m5U747_methyltransferase%2C_SAM-dependent:cds840:+:1127:NC_000913.3,WT0_WT60,rlmC,b0859,NA
"IGR:(CDS,b0859,rlmC,23S_rRNA_m5U747_methyltransferase%2C_SAM-dependent,cds840,+,1127/CDS,b0860,artJ,arginine_ABC_transporter_periplasmic_binding_protein,cds841,-,731):+:137:NC_000913.3",WT0_WT60,NA,NA,NA
AS_CDS:b0860:artJ:arginine_ABC_transporter_periplasmic_binding_protein:cds841:-:731:NC_000913.3,WT0_WT60,artJ,b0860,NA
CDS:b0863:artI:arginine_transporter_subunit:cds844:-:731:NC_000913.3,WT0_WT60,artI,b0863,sensitive
"AS_IGR:(CDS,b0864,artP,arginine_ABC_transporter_ATPase,cds845,-,728/CDS,b0865,ybjP,lipoprotein,cds846,-,515):+:166:NC_000913.3",WT0_WT60,NA,NA,NA
CDS:b0865:ybjP:lipoprotein:cds846:-:515:NC_000913.3,WT0_WT60,ybjP,b0865,NA
CDS:b0870:ltaE:L-allo-threonine_aldolase%2C_PLP-dependent:cds851:-:1001:NC_000913.3,WT0_WT60,ltaE,b0870,NA
CDS:b0871:poxB:pyruvate_dehydrogenase%2C_thiamine_triphosphate-binding%2C_FAD-binding:cds852:-:1718:NC_000913.3,WT0_WT60,poxB,b0871,NA
"AS_IGR:(CDS,b0871,poxB,pyruvate_dehydrogenase%2C_thiamine_triphosphate-binding%2C_FAD-binding,cds852,-,1718/CDS,b0872,hcr,HCP_oxidoreductase%2C_NADH-dependent,cds853,-,968):+:81:NC_000913.3",WT0_WT60,NA,NA,NA
AS_CDS:b0879:macB:macrolide_ABC_transporter_peremase/ATPase:cds860:+:1946:NC_000913.3,WT0_WT60,macB,b0879,NA
"AS_IGR:(CDS,b0879,macB,macrolide_ABC_transporter_peremase/ATPase,cds860,+,1946/CDS,b0880,cspD,inhibitor_of_DNA_replication%2C_cold_shock_protein_homolog,cds861,-,224):+:11:NC_000913.3",WT0_WT60,NA,NA,NA
CDS:b0880:cspD:inhibitor_of_DNA_replication%2C_cold_shock_protein_homolog:cds861:-:224:NC_000913.3,WT0_WT60,cspD,b0880,NA
"AS_IGR:(CDS,b0880,cspD,inhibitor_of_DNA_replication%2C_cold_shock_protein_homolog,cds861,-,224/CDS,b0881,clpS,regulatory_protein_for_ClpA_substrate_specificity,cds862,+,320):+:281:NC_000913.3",WT0_WT60,NA,NA,NA
AS_CDS:b0882:clpA:ATPase_and_specificity_subunit_of_ClpA-ClpP_ATP-dependent_serine_protease%2C_chaperone_activity:cds863:+:2276:NC_000913.3,WT0_WT60,clpA,b0882,NA
"AS_IGR:(CDS,b0882,clpA,ATPase_and_specificity_subunit_of_ClpA-ClpP_ATP-dependent_serine_protease%2C_chaperone_activity,cds863,+,2276/tRNA,b0883,ID,serW,tRNA-Ser,id137,-,87):+:312:NC_000913.3",WT0_WT60,NA,NA,NA
CDS:b0894:dmsA:dimethyl_sulfoxide_reductase%2C_anaerobic%2C_subunit_A:cds874:+:2444:NC_000913.3,WT0_WT60,dmsA,b0894,NA
AS_CDS:b0896:dmsC:dimethyl_sulfoxide_reductase%2C_anaerobic%2C_subunit_C:cds876:+:863:NC_000913.3,WT0_WT60,dmsC,b0896,NA
CDS:b0897:ycaC:putative_isochorismatase_family_hydrolase:cds877:-:626:NC_000913.3,WT0_WT60,ycaC,b0897,NA
