Geneid,comparison,genename,bnum
CDS:b3516:gadX:acid_resistance_regulon_transcriptional_activator%3B_autoactivator:cds3452:-:824:NC_000913.3,WT0_WT90,gadX,b3516
"AS_IGR:(CDS,b3516,gadX,acid_resistance_regulon_transcriptional_activator%3B_autoactivator,cds3452,-,824/CDS,b3517,gadA,glutamate_decarboxylase_A%2C_PLP-dependent,cds3453,-,1400):+:318:NC_000913.3",WT0_WT90,NA,NA
CDS:b3517:gadA:glutamate_decarboxylase_A%2C_PLP-dependent:cds3453:-:1400:NC_000913.3,WT0_WT90,gadA,b3517
CDS:b3519:treF:cytoplasmic_trehalase:cds3455:+:1649:NC_000913.3,WT0_WT90,treF,b3519
CDS:b3522:yhjD:inner_membrane_putative_BrbK_family_alternate_lipid_exporter:cds3458:+:1013:NC_000913.3,WT0_WT90,yhjD,b3522
"IGR:(CDS,b3522,yhjD,inner_membrane_putative_BrbK_family_alternate_lipid_exporter,cds3458,+,1013/CDS,b3523,yhjE,putative_MFS_transporter%3B_membrane_protein,cds3459,+,1322):+:359:NC_000913.3",WT0_WT90,NA,NA
CDS:b3523:yhjE:putative_MFS_transporter%3B_membrane_protein:cds3459:+:1322:NC_000913.3,WT0_WT90,yhjE,b3523
"AS_IGR:(CDS,b3523,yhjE,putative_MFS_transporter%3B_membrane_protein,cds3459,+,1322/CDS,b3524,yhjG,putative_inner_membrane-anchored_periplasmic_AsmA_family_protein,cds3460,-,2060):+:120:NC_000913.3",WT0_WT90,NA,NA
CDS:b3524:yhjG:putative_inner_membrane-anchored_periplasmic_AsmA_family_protein:cds3460:-:2060:NC_000913.3,WT0_WT90,yhjG,b3524
"AS_IGR:(CDS,b3524,yhjG,putative_inner_membrane-anchored_periplasmic_AsmA_family_protein,cds3460,-,2060/CDS,b3525,yhjH,cyclic-di-GMP_phosphodiesterase%2C_FlhDC-regulated,cds3461,-,767):+:18:NC_000913.3",WT0_WT90,NA,NA
CDS:b3529:yhjK:cyclic-di-GMP_phosphodiesterase:cds3465:-:1988:NC_000913.3,WT0_WT90,yhjK,b3529
"AS_IGR:(CDS,b3529,yhjK,cyclic-di-GMP_phosphodiesterase,cds3465,-,1988/CDS,b3530,bcsC,cellulose_synthase_subunit,cds3466,-,3473):+:30:NC_000913.3",WT0_WT90,NA,NA
CDS:b3530:bcsC:cellulose_synthase_subunit:cds3466:-:3473:NC_000913.3,WT0_WT90,bcsC,b3530
CDS:b3535:yhjR:DUF2629_family_protein:cds3471:-:188:NC_000913.3,WT0_WT90,yhjR,b3535
CDS:b3536:bcsE:cellulose_production_protein:cds3472:+:1571:NC_000913.3,WT0_WT90,bcsE,b3536
CDS:b3537:bcsF:DUF2636_family_cellulose_production_small_membrane_protein:cds3473:+:191:NC_000913.3,WT0_WT90,bcsF,b3537
AS_CDS:b3537:bcsF:DUF2636_family_cellulose_production_small_membrane_protein:cds3473:+:191:NC_000913.3,WT0_WT90,bcsF,b3537
CDS:b3538:bcsG:DUF3260_family_cellulose_production_inner_membrane_protein:cds3474:+:1679:NC_000913.3,WT0_WT90,bcsG,b3538
"IGR:(ncRNA,b4454,ID,rdlD,sRNA_antisense_regulator_affects_LdrD_translation%3B_proposed_addiction_module_in_LDR-D_repeat%2C_with_toxic_peptide_LdrD,id447,+,65/CDS,b3539,yhjV,putative_transporter,cds3476,+,1271):+:340:NC_000913.3",WT0_WT90,NA,NA
CDS:b3539:yhjV:putative_transporter:cds3476:+:1271:NC_000913.3,WT0_WT90,yhjV,b3539
AS_CDS:b3539:yhjV:putative_transporter:cds3476:+:1271:NC_000913.3,WT0_WT90,yhjV,b3539
CDS:b3540:dppF:dipeptide/heme_ABC_transporter_ATPas:cds3477:-:1004:NC_000913.3,WT0_WT90,dppF,b3540
AS_CDS:b3540:dppF:dipeptide/heme_ABC_transporter_ATPas:cds3477:-:1004:NC_000913.3,WT0_WT90,dppF,b3540
CDS:b3541:dppD:dipeptide/heme_ABC_transporter_ATPas:cds3478:-:983:NC_000913.3,WT0_WT90,dppD,b3541
CDS:b3542:dppC:dipeptide/heme_ABC_transporter_permease:cds3479:-:902:NC_000913.3,WT0_WT90,dppC,b3542
AS_CDS:b3542:dppC:dipeptide/heme_ABC_transporter_permease:cds3479:-:902:NC_000913.3,WT0_WT90,dppC,b3542
CDS:b3543:dppB:dipeptide/heme_ABC_transporter_permease:cds3480:-:1019:NC_000913.3,WT0_WT90,dppB,b3543
AS_CDS:b3543:dppB:dipeptide/heme_ABC_transporter_permease:cds3480:-:1019:NC_000913.3,WT0_WT90,dppB,b3543
"IGR:(CDS,b3543,dppB,dipeptide/heme_ABC_transporter_permease,cds3480,-,1019/CDS,b3544,dppA,dipeptide/heme_ABC_transporter_periplasmic_binding_protein%3B_dipeptide_chemotaxis_receptor,cds3481,-,1607):+:256:NC_000913.3",WT0_WT90,NA,NA
"AS_IGR:(CDS,b3543,dppB,dipeptide/heme_ABC_transporter_permease,cds3480,-,1019/CDS,b3544,dppA,dipeptide/heme_ABC_transporter_periplasmic_binding_protein%3B_dipeptide_chemotaxis_receptor,cds3481,-,1607):+:256:NC_000913.3",WT0_WT90,NA,NA
CDS:b3544:dppA:dipeptide/heme_ABC_transporter_periplasmic_binding_protein%3B_dipeptide_chemotaxis_receptor:cds3481:-:1607:NC_000913.3,WT0_WT90,dppA,b3544
AS_CDS:b3544:dppA:dipeptide/heme_ABC_transporter_periplasmic_binding_protein%3B_dipeptide_chemotaxis_receptor:cds3481:-:1607:NC_000913.3,WT0_WT90,dppA,b3544
"IGR:(CDS,b3544,dppA,dipeptide/heme_ABC_transporter_periplasmic_binding_protein%3B_dipeptide_chemotaxis_receptor,cds3481,-,1607/tRNA,b3545,ID,proK,tRNA-Pro,id450,-,76):+:889:NC_000913.3",WT0_WT90,NA,NA
"AS_IGR:(CDS,b3544,dppA,dipeptide/heme_ABC_transporter_periplasmic_binding_protein%3B_dipeptide_chemotaxis_receptor,cds3481,-,1607/tRNA,b3545,ID,proK,tRNA-Pro,id450,-,76):+:889:NC_000913.3",WT0_WT90,NA,NA
CDS:b3548:yhjY:autotransporter_beta-domain_protein:cds3484:-:698:NC_000913.3,WT0_WT90,yhjY,b3548
"IGR:(CDS,b3548,yhjY,autotransporter_beta-domain_protein,cds3484,-,698/CDS,b3549,tag,3-methyl-adenine_DNA_glycosylase_I%2C_constitutive,cds3485,+,563):+:116:NC_000913.3",WT0_WT90,NA,NA
"AS_IGR:(CDS,b3548,yhjY,autotransporter_beta-domain_protein,cds3484,-,698/CDS,b3549,tag,3-methyl-adenine_DNA_glycosylase_I%2C_constitutive,cds3485,+,563):+:116:NC_000913.3",WT0_WT90,NA,NA
CDS:b3549:tag:3-methyl-adenine_DNA_glycosylase_I%2C_constitutive:cds3485:+:563:NC_000913.3,WT0_WT90,tag,b3549
CDS:b3550:yiaC:GNAT_family_putative_N-acetyltransferase:cds3486:+:440:NC_000913.3,WT0_WT90,yiaC,b3550
"IGR:(CDS,b3551,bisC,biotin_sulfoxide_reductase,cds3487,-,2333/CDS,b3552,yiaD,multicopy_suppressor_of_bamB%3B_outer_membrane_lipoprotein,cds3488,+,659):+:111:NC_000913.3",WT0_WT90,NA,NA
CDS:b3552:yiaD:multicopy_suppressor_of_bamB%3B_outer_membrane_lipoprotein:cds3488:+:659:NC_000913.3,WT0_WT90,yiaD,b3552
"IGR:(CDS,b3552,yiaD,multicopy_suppressor_of_bamB%3B_outer_membrane_lipoprotein,cds3488,+,659/CDS,b3553,ghrB,glyoxylate/hydroxypyruvate_reductase_B,cds3489,+,974):+:52:NC_000913.3",WT0_WT90,NA,NA
CDS:b3553:ghrB:glyoxylate/hydroxypyruvate_reductase_B:cds3489:+:974:NC_000913.3,WT0_WT90,ghrB,b3553
AS_CDS:b3553:ghrB:glyoxylate/hydroxypyruvate_reductase_B:cds3489:+:974:NC_000913.3,WT0_WT90,ghrB,b3553
"IGR:(CDS,b3554,yiaF,barrier_effect_co-colonization_resistance_factor%3B_DUF3053_family_lipoprotein,cds3490,-,710/CDS,b3555,yiaG,HTH_CROC1_family_putative_transcriptional_regulator,cds3491,+,290):+:392:NC_000913.3",WT0_WT90,NA,NA
CDS:b3555:yiaG:HTH_CROC1_family_putative_transcriptional_regulator:cds3491:+:290:NC_000913.3,WT0_WT90,yiaG,b3555
"IGR:(CDS,b3555,yiaG,HTH_CROC1_family_putative_transcriptional_regulator,cds3491,+,290/CDS,b3556,cspA,RNA_chaperone_and_antiterminator%2C_cold-inducible,cds3492,+,212):+:229:NC_000913.3",WT0_WT90,NA,NA
CDS:b3556:cspA:RNA_chaperone_and_antiterminator%2C_cold-inducible:cds3492:+:212:NC_000913.3,WT0_WT90,cspA,b3556
"IGR:(CDS,b3556,cspA,RNA_chaperone_and_antiterminator%2C_cold-inducible,cds3492,+,212/CDS,b4455,hokA,toxic_polypeptide%2C_small,cds3494,-,152):+:125:NC_000913.3",WT0_WT90,NA,NA
AS_CDS:b4455:hokA:toxic_polypeptide%2C_small:cds3494:-:152:NC_000913.3,WT0_WT90,hokA,b4455
AS_CDS:b4647:mokA:-:cds3493:-:184:NC_000913.3,WT0_WT90,mokA,b4647
mobile_genetic_element:-:-:-:id451:+:1442:NC_000913.3,WT0_WT90,NA,NA
AS_mobile_genetic_element:-:-:-:id451:+:1442:NC_000913.3,WT0_WT90,NA,NA
CDS:b3557:insJ:IS150_transposase_A:cds3495:+:521:NC_000913.3,WT0_WT90,insJ,b3557
CDS:b3558:insK:IS150_transposase_B:cds3496:+:851:NC_000913.3,WT0_WT90,insK,b3558
AS_CDS:b3558:insK:IS150_transposase_B:cds3496:+:851:NC_000913.3,WT0_WT90,insK,b3558
"IGR:(ncRNA,b4614,sokA,-,id452,+,29/CDS,b3559,glyS,glycine_tRNA_synthetase%2C_beta_subunit,cds3497,-,2069):+:191:NC_000913.3",WT0_WT90,NA,NA
"AS_IGR:(ncRNA,b4614,sokA,-,id452,+,29/CDS,b3559,glyS,glycine_tRNA_synthetase%2C_beta_subunit,cds3497,-,2069):+:191:NC_000913.3",WT0_WT90,NA,NA
CDS:b3559:glyS:glycine_tRNA_synthetase%2C_beta_subunit:cds3497:-:2069:NC_000913.3,WT0_WT90,glyS,b3559
AS_CDS:b3559:glyS:glycine_tRNA_synthetase%2C_beta_subunit:cds3497:-:2069:NC_000913.3,WT0_WT90,glyS,b3559
CDS:b4553:ysaB:uncharacterized_protein:cds3499:-:299:NC_000913.3,WT0_WT90,ysaB,b4553
"AS_IGR:(CDS,b4553,ysaB,uncharacterized_protein,cds3499,-,299/CDS,b3561,wecH,O-acetyltransferase_for_enterobacterial_common_antigen_ECA,cds3500,+,995):+:133:NC_000913.3",WT0_WT90,NA,NA
CDS:b3564:xylB:xylulokinase:cds3503:-:1454:NC_000913.3,WT0_WT90,xylB,b3564
"AS_IGR:(CDS,b3564,xylB,xylulokinase,cds3503,-,1454/CDS,b3565,xylA,D-xylose_isomerase,cds3504,-,1322):+:20:NC_000913.3",WT0_WT90,NA,NA
CDS:b3565:xylA:D-xylose_isomerase:cds3504:-:1322:NC_000913.3,WT0_WT90,xylA,b3565
"IGR:(CDS,b3565,xylA,D-xylose_isomerase,cds3504,-,1322/CDS,b3566,xylF,D-xylose_transporter_subunit,cds3505,+,992):+:324:NC_000913.3",WT0_WT90,NA,NA
CDS:b3566:xylF:D-xylose_transporter_subunit:cds3505:+:992:NC_000913.3,WT0_WT90,xylF,b3566
"IGR:(CDS,b3566,xylF,D-xylose_transporter_subunit,cds3505,+,992/CDS,b3567,xylG,D-xylose_ABC_transporter_dual_domain_ATPase,cds3506,+,1541):+:26:NC_000913.3",WT0_WT90,NA,NA
CDS:b3567:xylG:D-xylose_ABC_transporter_dual_domain_ATPase:cds3506:+:1541:NC_000913.3,WT0_WT90,xylG,b3567
CDS:b3568:xylH:D-xylose_ABC_transporter_permease:cds3507:+:1181:NC_000913.3,WT0_WT90,xylH,b3568
"AS_IGR:(CDS,b3569,xylR,xylose_divergent_operon_transcriptional_activator,cds3508,+,1178/CDS,b3570,bax,putative_glucosaminidase,cds3509,-,824):+:134:NC_000913.3",WT0_WT90,NA,NA
"AS_IGR:(CDS,b3573,ysaA,putative_hydrogenase%2C_4Fe-4S_ferredoxin-type_component,cds3512,-,473/CDS,b3574,yiaJ,transcriptional_repressor_for_the_yiaKLMNO-lyxK-sgbHUE_operon,cds3513,-,848):+:50:NC_000913.3",WT0_WT90,NA,NA
CDS:b3579:yiaO:2%2C3-diketo-L-gulonate-binding_periplasmic_protein:cds3518:+:986:NC_000913.3,WT0_WT90,yiaO,b3579
CDS:b3581:sgbH:3-keto-L-gulonate_6-phosphate_decarboxylase:cds3520:+:662:NC_000913.3,WT0_WT90,sgbH,b3581
CDS:b3582:sgbU:putative_L-xylulose_5-phosphate_3-epimerase:cds3521:+:860:NC_000913.3,WT0_WT90,sgbU,b3582
"AS_IGR:(CDS,b3587,yiaW,DUF3302_family_inner_membrane_protein,cds3528,-,323/CDS,b3588,aldB,aldehyde_dehydrogenase_B,cds3529,-,1538):+:493:NC_000913.3",WT0_WT90,NA,NA
CDS:b3588:aldB:aldehyde_dehydrogenase_B:cds3529:-:1538:NC_000913.3,WT0_WT90,aldB,b3588
"AS_IGR:(CDS,b3588,aldB,aldehyde_dehydrogenase_B,cds3529,-,1538/CDS,b3589,yiaY,L-threonine_dehydrogenase,cds3530,-,1151):+:113:NC_000913.3",WT0_WT90,NA,NA
"AS_IGR:(CDS,b3591,selA,selenocysteine_synthase,cds3532,-,1391/CDS,b3592,yibF,glutathione_S-transferase_homolog,cds3533,-,608):+:46:NC_000913.3",WT0_WT90,NA,NA
CDS:b3592:yibF:glutathione_S-transferase_homolog:cds3533:-:608:NC_000913.3,WT0_WT90,yibF,b3592
AS_CDS:b3593:rhsA:Rhs_protein_with_putative_toxin_55_domain%3B_putative_polysaccharide_synthesis/export_protein%3B_putative_neighboring_cell_growth_inhibitor:cds3534:+:4133:NC_000913.3,WT0_WT90,rhsA,b3593
CDS:b3597:yibH:putative_membrane_fusion_protein_MFP_component_of_efflux_pump:cds3542:-:1136:NC_000913.3,WT0_WT90,yibH,b3597
CDS:b3598:yibI:DUF3302_family_inner_membrane_protein:cds3543:-:362:NC_000913.3,WT0_WT90,yibI,b3598
"IGR:(CDS,b3598,yibI,DUF3302_family_inner_membrane_protein,cds3543,-,362/CDS,b3599,mtlA,mannitol-specific_PTS_enzyme,_IIA%2C_IIB_and_IIC_components,cds3544,+,1913):+:495:NC_000913.3",WT0_WT90,NA,NA
CDS:b3599:mtlA:mannitol-specific_PTS_enzyme:_IIA%2C_IIB_and_IIC_components:cds3544:+:1913:NC_000913.3,WT0_WT90,mtlA,b3599
"IGR:(CDS,b3599,mtlA,mannitol-specific_PTS_enzyme,_IIA%2C_IIB_and_IIC_components,cds3544,+,1913/CDS,b3600,mtlD,mannitol-1-phosphate_dehydrogenase%2C_NAD-dependent,cds3545,+,1148):+:178:NC_000913.3",WT0_WT90,NA,NA
CDS:b4554:yibT:uncharacterized_protein:cds3547:-:209:NC_000913.3,WT0_WT90,yibT,b4554
"AS_IGR:(CDS,b4554,yibT,uncharacterized_protein,cds3547,-,209/CDS,b3602,yibL,ribosome-associated_DUF2810_family_protein,cds3548,+,362):+:243:NC_000913.3",WT0_WT90,NA,NA
CDS:b3602:yibL:ribosome-associated_DUF2810_family_protein:cds3548:+:362:NC_000913.3,WT0_WT90,yibL,b3602
"IGR:(CDS,b3602,yibL,ribosome-associated_DUF2810_family_protein,cds3548,+,362/CDS,b3603,lldP,L-lactate_permease,cds3549,+,1655):+:320:NC_000913.3",WT0_WT90,NA,NA
CDS:b3611:yibN:putative_rhodanese-related_sulfurtransferase:cds3557:-:431:NC_000913.3,WT0_WT90,yibN,b3611
"IGR:(CDS,b3611,yibN,putative_rhodanese-related_sulfurtransferase,cds3557,-,431/CDS,b3612,gpmM,phosphoglycero_mutase_III%2C_cofactor-independent,cds3558,+,1544):+:203:NC_000913.3",WT0_WT90,NA,NA
"AS_IGR:(CDS,b3611,yibN,putative_rhodanese-related_sulfurtransferase,cds3557,-,431/CDS,b3612,gpmM,phosphoglycero_mutase_III%2C_cofactor-independent,cds3558,+,1544):+:203:NC_000913.3",WT0_WT90,NA,NA
CDS:b3613:envC:activator_of_AmiB%2CC_murein_hydrolases%2C_septal_ring_factor:cds3559:+:1259:NC_000913.3,WT0_WT90,envC,b3613
CDS:b3614:yibQ:putative_polysaccharide_deacetylase:cds3560:+:959:NC_000913.3,WT0_WT90,yibQ,b3614
CDS:b3615:waaH:LPSHepIII-glucuronic_acid_glycosyltransferase:cds3561:-:1034:NC_000913.3,WT0_WT90,waaH,b3615
AS_CDS:b3615:waaH:LPSHepIII-glucuronic_acid_glycosyltransferase:cds3561:-:1034:NC_000913.3,WT0_WT90,waaH,b3615
CDS:b3616:tdh:L-threonine_3-dehydrogenase%2C_NADP-binding:cds3562:-:1025:NC_000913.3,WT0_WT90,tdh,b3616
CDS:b3617:kbl:glycine_C-acetyltransferase:cds3563:-:1196:NC_000913.3,WT0_WT90,kbl,b3617
CDS:b3620:waaF:ADP-heptose:LPS_heptosyltransferase_II:cds3566:+:1046:NC_000913.3,WT0_WT90,waaF,b3620
CDS:b3621:waaC:ADP-heptose:LPS_heptosyl_transferase_I:cds3567:+:959:NC_000913.3,WT0_WT90,waaC,b3621
AS_CDS:b3621:waaC:ADP-heptose:LPS_heptosyl_transferase_I:cds3567:+:959:NC_000913.3,WT0_WT90,waaC,b3621
AS_CDS:b3622:waaL:O-antigen_ligase:cds3568:+:1259:NC_000913.3,WT0_WT90,waaL,b3622
CDS:b3623:waaU:lipopolysaccharide_core_biosynthesis:cds3569:-:1073:NC_000913.3,WT0_WT90,waaU,b3623
CDS:b3624:waaZ:lipopolysaccharide_KdoIII_transferase%3B_lipopolysaccharide_core_biosynthesis_protein:cds3570:-:851:NC_000913.3,WT0_WT90,waaZ,b3624
"AS_IGR:(CDS,b3624,waaZ,lipopolysaccharide_KdoIII_transferase%3B_lipopolysaccharide_core_biosynthesis_protein,cds3570,-,851/CDS,b3625,waaY,lipopolysaccharide_core_biosynthesis_protein,cds3571,-,698):+:19:NC_000913.3",WT0_WT90,NA,NA
CDS:b3625:waaY:lipopolysaccharide_core_biosynthesis_protein:cds3571:-:698:NC_000913.3,WT0_WT90,waaY,b3625
AS_CDS:b3625:waaY:lipopolysaccharide_core_biosynthesis_protein:cds3571:-:698:NC_000913.3,WT0_WT90,waaY,b3625
CDS:b3626:waaR:lipopolysaccharide_1%2C2-glucosyltransferase%3B_UDP-glucose:glucosylLPS_alpha-1%2C2-glucosyltransferase:cds3572:-:1016:NC_000913.3,WT0_WT90,waaR,b3626
CDS:b3627:waaO:UDP-D-galactose:glucosyllipopolysaccharide-alpha-1%2C3-D-galactosyltransferase:cds3573:-:1019:NC_000913.3,WT0_WT90,waaO,b3627
CDS:b3628:waaB:lipopolysaccharide_1%2C6-galactosyltransferase%3B_UDP-D-galactose:glucosyllipopolysaccharide-1%2C6-D-galactosyltransferase:cds3574:-:1079:NC_000913.3,WT0_WT90,waaB,b3628
CDS:b3629:waaS:lipopolysaccharide_rhamnose:KdoIII_transferase%3B_lipopolysaccharide_core_biosynthesis_protein:cds3575:-:935:NC_000913.3,WT0_WT90,waaS,b3629
CDS:b3630:waaP:kinase_that_phosphorylates_core_heptose_of_lipopolysaccharide:cds3576:-:797:NC_000913.3,WT0_WT90,waaP,b3630
CDS:b3631:waaG:UDP-glucose:heptosyllipopolysaccharide_alpha-1%2C3-glucosyltransferase%3B_lipopolysaccharide_core_biosynthesis_protein%3B_lipopolysaccharide_glucosyltransferase_I:cds3577:-:1124:NC_000913.3,WT0_WT90,waaG,b3631
AS_CDS:b3631:waaG:UDP-glucose:heptosyllipopolysaccharide_alpha-1%2C3-glucosyltransferase%3B_lipopolysaccharide_core_biosynthesis_protein%3B_lipopolysaccharide_glucosyltransferase_I:cds3577:-:1124:NC_000913.3,WT0_WT90,waaG,b3631
CDS:b3632:waaQ:lipopolysaccharide_core_biosynthesis_protein:cds3578:-:1034:NC_000913.3,WT0_WT90,waaQ,b3632
AS_CDS:b3632:waaQ:lipopolysaccharide_core_biosynthesis_protein:cds3578:-:1034:NC_000913.3,WT0_WT90,waaQ,b3632
CDS:b3633:waaA:3-deoxy-D-manno-octulosonic-acid_transferase_KDO_transferase:cds3579:+:1277:NC_000913.3,WT0_WT90,waaA,b3633
"IGR:(CDS,b3635,mutM,formamidopyrimidine/5-formyluracil/_5-hydroxymethyluracil_DNA_glycosylase,cds3581,-,809/CDS,b3636,rpmG,50S_ribosomal_subunit_protein_L33,cds3582,-,167):+:46:NC_000913.3",WT0_WT90,NA,NA
"AS_IGR:(CDS,b3635,mutM,formamidopyrimidine/5-formyluracil/_5-hydroxymethyluracil_DNA_glycosylase,cds3581,-,809/CDS,b3636,rpmG,50S_ribosomal_subunit_protein_L33,cds3582,-,167):+:46:NC_000913.3",WT0_WT90,NA,NA
CDS:b3636:rpmG:50S_ribosomal_subunit_protein_L33:cds3582:-:167:NC_000913.3,WT0_WT90,rpmG,b3636
AS_CDS:b3636:rpmG:50S_ribosomal_subunit_protein_L33:cds3582:-:167:NC_000913.3,WT0_WT90,rpmG,b3636
CDS:b3637:rpmB:50S_ribosomal_subunit_protein_L28:cds3583:-:236:NC_000913.3,WT0_WT90,rpmB,b3637
AS_CDS:b3637:rpmB:50S_ribosomal_subunit_protein_L28:cds3583:-:236:NC_000913.3,WT0_WT90,rpmB,b3637
"IGR:(CDS,b3637,rpmB,50S_ribosomal_subunit_protein_L28,cds3583,-,236/CDS,b3638,yicR,UPF0758_family_protein,cds3584,-,668):+:165:NC_000913.3",WT0_WT90,NA,NA
"AS_IGR:(CDS,b3637,rpmB,50S_ribosomal_subunit_protein_L28,cds3583,-,236/CDS,b3638,yicR,UPF0758_family_protein,cds3584,-,668):+:165:NC_000913.3",WT0_WT90,NA,NA
CDS:b3638:yicR:UPF0758_family_protein:cds3584:-:668:NC_000913.3,WT0_WT90,yicR,b3638
CDS:b3641:slmA:nucleoid_occlusion_factor%2C_anti-FtsZ_division_inhibitor:cds3587:+:596:NC_000913.3,WT0_WT90,slmA,b3641
AS_CDS:b3642:pyrE:orotate_phosphoribosyltransferase:cds3588:-:641:NC_000913.3,WT0_WT90,pyrE,b3642
CDS:-:rph:-:cds3589:-:47:NC_000913.3,WT0_WT90,rph,NA
gene:b3643:rph:-:gene3722:-:715:NC_000913.3,WT0_WT90,NA,NA
CDS:-:rph:-:cds3589:-:668:NC_000913.3,WT0_WT90,rph,NA
"AS_IGR:(CDS,-,rph,-,cds3589,-,668/CDS,b3644,yicC,UPF0701_family_protein,cds3590,+,863):+:85:NC_000913.3",WT0_WT90,NA,NA
CDS:b3644:yicC:UPF0701_family_protein:cds3590:+:863:NC_000913.3,WT0_WT90,yicC,b3644
"IGR:(CDS,b3647,ligB,DNA_ligase%2C_NAD+-dependent,cds3593,-,1682/CDS,b3648,gmk,guanylate_kinase,cds3594,+,623):+:216:NC_000913.3",WT0_WT90,NA,NA
CDS:b3648:gmk:guanylate_kinase:cds3594:+:623:NC_000913.3,WT0_WT90,gmk,b3648
AS_CDS:b3648:gmk:guanylate_kinase:cds3594:+:623:NC_000913.3,WT0_WT90,gmk,b3648
CDS:b3649:rpoZ:RNA_polymerase%2C_omega_subunit:cds3595:+:275:NC_000913.3,WT0_WT90,rpoZ,b3649
AS_CDS:b3649:rpoZ:RNA_polymerase%2C_omega_subunit:cds3595:+:275:NC_000913.3,WT0_WT90,rpoZ,b3649
CDS:b3650:spoT:bifunctional_pppGpp_synthetase_II/_guanosine-3'%2C5'-bis_pyrophosphate_3'-pyrophosphohydrolase:cds3596:+:2108:NC_000913.3,WT0_WT90,NA,NA
CDS:b3651:trmH:tRNA_mG18-2'-O-methyltransferase%2C_SAM-dependent:cds3597:+:689:NC_000913.3,WT0_WT90,NA,NA
CDS:b3652:recG:ATP-dependent_DNA_helicase:cds3598:+:2081:NC_000913.3,WT0_WT90,recG,b3652
AS_CDS:b3653:gltS:glutamate_transporter:cds3599:-:1205:NC_000913.3,WT0_WT90,gltS,b3653
CDS:b3654:xanP:xanthine_permease:cds3600:+:1391:NC_000913.3,WT0_WT90,xanP,b3654
"IGR:(CDS,b3654,xanP,xanthine_permease,cds3600,+,1391/CDS,b3655,yicH,putative_inner_membrane-anchored_periplasmic_AsmA_family_protein,cds3601,+,1709):+:69:NC_000913.3",WT0_WT90,NA,NA
CDS:b3655:yicH:putative_inner_membrane-anchored_periplasmic_AsmA_family_protein:cds3601:+:1709:NC_000913.3,WT0_WT90,yicH,b3655
CDS:b4653:yicT:-:cds3604:+:131:NC_000913.3,WT0_WT90,yicT,b4653
CDS:b3661:nlpA:cytoplasmic_membrane_lipoprotein-28:cds3607:-:818:NC_000913.3,WT0_WT90,nlpA,b3661
CDS:b4555:yicS:putative_periplasmic_protein:cds3608:+:293:NC_000913.3,WT0_WT90,yicS,b4555
AS_CDS:b4555:yicS:putative_periplasmic_protein:cds3608:+:293:NC_000913.3,WT0_WT90,yicS,b4555
CDS:b3662:nepI:putative_transporter:cds3609:-:1190:NC_000913.3,WT0_WT90,nepI,b3662
CDS:b3666:uhpT:hexose_phosphate_transporter:cds3613:-:1391:NC_000913.3,WT0_WT90,uhpT,b3666
CDS:b3668:uhpB:sensory_histidine_kinase_in_two-component_regulatory_sytem_with_UhpA:cds3615:-:1502:NC_000913.3,WT0_WT90,uhpB,b3668
AS_CDS:b3668:uhpB:sensory_histidine_kinase_in_two-component_regulatory_sytem_with_UhpA:cds3615:-:1502:NC_000913.3,WT0_WT90,uhpB,b3668
CDS:b3676:yidH:DUF202_family_inner_membrane_protein:cds3624:-:347:NC_000913.3,WT0_WT90,yidH,b3676
"AS_IGR:(CDS,b3676,yidH,DUF202_family_inner_membrane_protein,cds3624,-,347/CDS,b3677,yidI,inner_membrane_protein,cds3625,+,449):+:66:NC_000913.3",WT0_WT90,NA,NA
CDS:b3677:yidI:inner_membrane_protein:cds3625:+:449:NC_000913.3,WT0_WT90,yidI,b3677
AS_CDS:b3680:yidL:AraC_family_putative_transcriptional_regulator:cds3628:+:893:NC_000913.3,WT0_WT90,yidL,b3680
"IGR:(CDS,b3687,ibpA,heat_shock_chaperone,cds3634,-,413/CDS,b3688,yidQ,DUF1375_family_outer_membrane_protein,cds3635,+,332):+:264:NC_000913.3",WT0_WT90,NA,NA
CDS:b3688:yidQ:DUF1375_family_outer_membrane_protein:cds3635:+:332:NC_000913.3,WT0_WT90,yidQ,b3688
CDS:b3691:dgoT:D-galactonate_transporter:cds3638:-:1292:NC_000913.3,WT0_WT90,dgoT,b3691
CDS:b4478:dgoD:D-galactonate_dehydratase:cds3639:-:1148:NC_000913.3,WT0_WT90,dgoD,b4478
CDS:b3696:yidX:putative_lipoprotein:cds3643:+:656:NC_000913.3,WT0_WT90,yidX,b3696
AS_CDS:b3697:yidA:sugar_phosphate_phosphatase:cds3644:-:812:NC_000913.3,WT0_WT90,yidA,b3697
"AS_IGR:(CDS,b3698,yidB,DUF937_family_protein,cds3645,-,398/CDS,b3699,gyrB,DNA_gyrase%2C_subunit_B,cds3646,-,2414):+:188:NC_000913.3",WT0_WT90,NA,NA
CDS:b3699:gyrB:DNA_gyrase%2C_subunit_B:cds3646:-:2414:NC_000913.3,WT0_WT90,gyrB,b3699
CDS:b3700:recF:gap_repair_protein:cds3647:-:1073:NC_000913.3,WT0_WT90,recF,b3700
"IGR:(CDS,b3702,dnaA,chromosomal_replication_initiator_protein_DnaA%2C_DNA-binding_transcriptional_dual_regulator,cds3649,-,1403/CDS,b3703,rpmH,50S_ribosomal_subunit_protein_L34,cds3650,+,140):+:565:NC_000913.3",WT0_WT90,NA,NA
